text
"### Instruction: Given a raw source for a product, generate related search keywords in Korean that are relevant to the raw source and practically usable.

### Raw Source:겨울 남성 울 코트 영국 스타일 중간 길이 더블 브레스트 아우터웨어 젊은이 비즈니스 캐주얼 코트 2023 신상품
### Related Keywords:[겨울 남성 울 코트, 영국 스타일 코트, 남성 비즈니스 코트, 중간 길이 더블 브레스트 코트, 2023 남성 패션, 젊은이 겨울 아우터웨어, 울 소재 남성 코트, 따뜻한 겨울 코트]"
"### Instruction: Given a raw source for a product, generate a coherent and relevant product title in Korean.

### Raw Source:여행 배낭 남성 여행용 배낭 2023 신모델 경량 여행 가방 대용량 캐주얼 아웃도어 등산 배낭 여성
### Product Title:2023 신모델 경량 대용량 여행 배낭 남녀공용 아웃도어 가방"
"### Instruction: Given a raw source for a product, generate a coherent and relevant product title in Korean.

### Raw Source:샤오미 미 밴드 7 Pro 전체 터치 스크린 스포츠 모니터링 심박수 혈압 수면 모니터링 방수 스마트워치 NFC 지원 다기능 남녀 공용 블랙
### Product Title:샤오미 미 밴드 7 Pro 스마트워치 터치 NFC 방수 모니터링"
"### Instruction: Given a raw source for a product, generate five detailed descriptions in Korean. Each description should be relevant to the raw source.

### Raw Source:복고풍 스타일 남성 니트 스웨터 2023 신상 가을 겨울 라운드넥 캐주얼 이너셔츠 남성 컬러 블록 따뜻한 양털
### Detailed Description:2023년 신상품으로 출시된 남성용 니트 스웨터는 복고풍 스타일과 현대적 감각이 어우러져 가을과 겨울에 적합합니다. 라운드넥 디자인은 편안함을 제공하며, 캐주얼 이너셔츠로서의 기능성을 갖추고 있습니다. 컬러 블록 디자인이 돋보이는 이 스웨터는 스타일리시하면서도 개성 있는 룩을 연출할 수 있게 해줍니다. 부드러운 양털 소재는 따뜻함을 유지시켜 줄 뿐만 아니라, 오랜 시간 착용해도 편안함을 느낄 수 있습니다. 이 제품은 가을과 겨울철 필수 아이템으로, 모든 캐주얼한 복장에 잘 어울리며 다양한 스타일을 완성시켜 줍니다."
"### Instruction: Given a raw source for a product, generate five detailed descriptions in Korean. Each description should be relevant to the raw source.

### Raw Source:가을 신상 남성 울 혼방 더블 브레스트 미디엄 롱 코트 영국 스타일 비즈니스 캐주얼 아우터 젠틀맨룩
### Detailed Description:가을 신상으로 선보이는 남성 울 혼방 더블 브레스트 코트는 미디엄 롱 길이로 세련된 영국 스타일 비즈니스 캐주얼을 완성합니다. 울 혼방 소재를 사용하여 따뜻하면서도 편안한 착용감을 제공하며, 격식을 차려야 하는 비즈니스 장소에서도 훌륭한 연출이 가능합니다. 더블 브레스트 디자인은 클래식함을 강조하여, 어떤 상의와도 조화롭게 매치될 수 있습니다. 중간 길이의 코트는 다양한 하의와 잘 어울려 활용도가 높으며, 젠틀맨룩에 적합한 아이템입니다. 이 코트 하나로 가을부터 초겨울까지 멋스럽고 따뜻하게 보낼 수 있어, 실용적인 선택이 될 것입니다."
"### Instruction: Given a raw source for a product, generate five detailed descriptions in Korean. Each description should be relevant to the raw source.

### Raw Source:스마트워치 스포츠 모델 남녀공용 블루투스 호출 심박수 모니터링 건강 걸음수 2023 신모델 방수 멀티 기능 팔찌
